,BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Mgr,Office,Other,ProfExe,Sales,Self,DebtCon,HomeImp,Other reason,PROBINC
53,1,15.097963423460422,48603.0,61000.0,28.0,0.0,4.0,122.03333333,1.0,25.0,,False,False,False,True,False,False,False,True,False,
54,1,15.097963423460422,27200.0,40834.0,,0.0,0.0,298.13156403,0.0,7.0,35.553538789,False,False,True,False,False,False,False,True,False,765.043394454323
55,1,15.097963423460422,54000.0,64850.0,1.0,0.0,0.0,121.86666667,3.0,21.0,,False,False,True,False,False,False,False,True,False,
56,0,15.097963423460422,74864.0,87266.0,7.0,0.0,0.0,250.63126922,0.0,12.0,42.909997351,False,False,False,True,False,False,False,True,False,1744.6750086610136
57,1,15.097963423460422,23159.0,,20.0,0.0,2.0,117.80574784,0.0,9.0,0.5244992154,True,False,False,False,False,False,False,True,False,44154.49884388902
58,1,15.194796277225832,126541.0,134527.0,9.0,1.0,0.0,139.0,0.0,36.0,,False,False,False,False,True,False,False,True,False,
59,1,15.194796277225832,130518.0,164317.0,9.0,0.0,6.0,192.28914897,0.0,33.0,35.73055919,False,False,True,False,False,False,True,False,False,3652.8395569171053
60,1,15.289143566381906,37000.0,52000.0,2.0,0.0,1.0,183.29991561,0.0,6.0,,False,True,False,False,False,False,False,True,False,
61,1,15.381139433797673,23200.0,38666.0,11.0,0.0,0.0,162.36666667,0.0,14.0,,False,False,True,False,False,False,False,True,False,
62,1,15.381139433797673,19400.0,20494.0,5.0,0.0,0.0,95.933333333,0.0,9.0,,False,False,True,False,False,False,False,True,False,
63,1,15.47090720029051,61584.0,61800.0,10.0,0.0,0.0,,,,,False,False,False,True,False,False,False,True,False,
64,1,15.47090720029051,41900.0,52490.0,3.0,0.0,0.0,72.033333333,2.0,4.0,,True,False,False,False,False,False,False,True,False,
65,0,15.47090720029051,83700.0,111800.0,6.0,0.0,0.0,192.73333333,1.0,28.0,,False,False,False,True,False,False,False,True,False,
66,0,15.47090720029051,61327.0,76484.0,9.0,0.0,2.0,202.51077515,0.0,25.0,41.516389699,True,False,False,False,False,False,False,True,False,1477.1756514627084
67,0,15.47090720029051,100693.0,114743.0,6.0,0.0,0.0,88.470452135,0.0,14.0,29.393543382,False,True,False,False,False,False,False,True,False,3425.6842971052724
68,1,15.47090720029051,48507.0,61000.0,13.0,1.0,4.0,97.4,0.0,17.0,,False,True,False,False,False,False,True,False,False,
69,0,15.47090720029051,52337.0,63989.0,20.0,0.0,0.0,204.27249884,0.0,20.0,20.470915508,False,True,False,False,False,False,False,True,False,2556.651654370162
70,1,15.55856051089458,17857.0,21144.0,5.0,0.0,0.0,129.71732313,1.0,9.0,26.634347518,False,False,True,False,False,False,False,True,False,670.4500640735389
71,1,15.644204332323143,19135.0,97692.0,1.6,1.0,6.0,252.63333333,1.0,25.0,,True,False,False,False,False,False,False,True,False,
72,0,15.644204332323143,51180.0,63459.0,20.0,0.0,0.0,203.75153358,0.0,20.0,20.067042051,False,True,False,False,False,False,False,True,False,2550.4506279464117
73,0,15.644204332323143,,73189.0,,0.0,0.0,,,,22.253949156,False,False,True,False,False,False,False,False,True,
74,0,15.644204332323143,11543.0,46045.0,,0.0,0.0,204.64799167,0.0,11.0,42.173165882,False,False,False,False,False,True,False,True,False,273.70484900984604
75,1,15.727935824313654,29896.0,45960.0,11.0,0.0,0.0,146.12324219,0.0,14.0,24.478881191,False,False,True,False,False,False,False,True,False,1221.2976470097694
76,1,15.727935824313654,14500.0,22092.0,3.5,0.0,1.0,150.3,5.0,8.0,,False,False,True,False,False,False,False,True,False,
77,0,15.727935824313654,52825.0,63000.0,8.0,0.0,4.0,171.66666667,1.0,31.0,,False,False,False,True,False,False,True,False,False,
78,0,15.727935824313654,102143.0,118742.0,2.0,0.0,0.0,85.277365579,0.0,13.0,29.343921089,False,True,False,False,False,False,False,True,False,3480.8913127254086
79,1,15.727935824313654,21200.0,39000.0,4.0,0.0,1.0,86.566666667,2.0,14.0,,True,False,False,False,False,False,True,False,False,
80,0,15.809845103597675,105164.0,112774.0,1.0,0.0,0.0,94.724874167,0.0,13.0,29.390928055,False,True,False,False,False,False,False,True,False,3578.110898818979
81,0,15.809845103597675,54543.0,61777.0,21.0,0.0,0.0,205.58668003,0.0,19.0,21.806563464,False,True,False,False,False,False,False,True,False,2501.2194191003045
82,1,15.809845103597675,,80609.0,1.5,0.0,2.0,126.53333333,3.0,12.0,,False,False,True,False,False,False,False,True,False,
83,1,15.809845103597675,26572.0,31960.0,11.0,0.0,0.0,117.79510387,0.0,8.0,41.286491948,False,True,False,False,False,False,False,True,False,643.6003338202534
84,1,15.809845103597675,17000.0,52012.0,22.0,3.0,1.0,85.333333333,1.0,9.0,,False,False,False,True,False,False,False,True,False,
85,1,15.809845103597675,29562.0,37200.0,6.0,0.0,0.0,92.133333333,1.0,26.0,,False,False,True,False,False,False,True,False,False,
86,1,15.809845103597675,41700.0,76725.0,0.5,0.0,3.0,136.13333333,0.0,15.0,,False,False,True,False,False,False,False,True,False,
87,1,15.809845103597675,58000.0,69440.0,3.5,0.0,1.0,168.66666667,0.0,18.0,,False,False,True,False,False,False,False,True,False,
88,1,15.809845103597675,5700.0,18000.0,,0.0,0.0,12.2,0.0,17.0,,False,False,True,False,False,False,True,False,False,
89,1,15.809845103597675,45000.0,58350.0,3.5,0.0,0.0,162.0,3.0,16.0,,True,False,False,False,False,False,False,True,False,
90,1,15.809845103597675,7000.0,16020.0,18.0,0.0,1.0,85.8,2.0,23.0,,False,False,True,False,False,False,False,True,False,
91,0,15.809845103597675,66000.0,79050.0,1.8,2.0,0.0,279.0,1.0,6.0,,False,False,True,False,False,False,False,True,False,
92,0,15.809845103597675,,45760.0,0.0,0.0,0.0,,0.0,0.0,,False,False,True,False,False,False,False,True,False,
93,0,15.809845103597675,62000.0,78000.0,4.0,0.0,0.0,109.56666667,0.0,15.0,,False,False,True,False,False,False,False,True,False,
94,0,15.809845103597675,64240.0,63990.0,5.0,2.0,0.0,160.3,1.0,23.0,,False,False,False,False,True,False,False,True,False,
95,1,15.809845103597675,74000.0,93000.0,2.6,1.0,3.0,186.63333333,,9.0,,False,False,False,True,False,False,False,True,False,
96,1,15.809845103597675,55000.0,59000.0,12.0,2.0,0.0,146.1,0.0,22.0,,False,False,True,False,False,False,True,False,False,
97,0,15.809845103597675,67625.0,80698.0,11.0,0.0,1.0,212.34930388,0.0,25.0,39.128717628,True,False,False,False,False,False,False,True,False,1728.2702858528755
98,0,15.809845103597675,67533.0,71865.0,10.0,0.0,2.0,227.79298841,0.0,25.0,39.166328703,True,False,False,False,False,False,False,True,False,1724.2616869226044
99,1,15.890015916056937,,19132.0,0.0,0.0,0.0,100.77465221,0.0,19.0,33.840919904,False,False,True,False,False,False,False,True,False,
100,1,15.890015916056937,58500.0,65000.0,8.0,1.0,2.0,63.933333333,2.0,15.0,,False,False,True,False,False,False,False,True,False,
101,0,15.890015916056937,57992.0,63797.0,7.0,0.0,4.0,165.50503695,1.0,31.0,22.27817437,False,False,False,True,False,False,True,False,False,2603.0858290656247
102,0,15.9685262300506,56544.0,59218.0,19.0,0.0,0.0,211.00259912,1.0,20.0,19.027704425,False,True,False,False,False,False,False,True,False,2971.6669303370263
103,1,15.9685262300506,34800.0,50225.0,2.0,1.0,0.0,93.5,1.0,5.0,,False,False,True,False,False,False,False,True,False,
104,0,15.9685262300506,67700.0,77000.0,4.0,0.0,0.0,128.83333333,0.0,31.0,,False,False,False,False,True,False,True,False,False,
105,0,15.9685262300506,44000.0,55085.0,6.0,0.0,1.0,75.433333333,,16.0,,False,False,True,False,False,False,True,False,False,
106,0,15.9685262300506,66272.0,82953.0,3.0,0.0,0.0,110.27866259,0.0,15.0,43.450587911,False,False,True,False,False,False,False,True,False,1525.226773357939
107,0,15.9685262300506,50216.0,58541.0,19.0,0.0,0.0,209.87130224,0.0,19.0,20.20803267,False,True,False,False,False,False,False,True,False,2484.952435500986
108,0,16.045448761799296,71206.0,78698.0,3.0,0.0,0.0,129.93286902,0.0,31.0,34.181376516,False,False,False,False,True,False,True,False,False,2083.181172258206
109,0,16.045448761799296,68815.0,79852.0,6.0,0.0,0.0,105.12070881,0.0,14.0,41.806376152,False,False,True,False,False,False,False,True,False,1646.0407797557436
110,0,16.045448761799296,72021.0,80027.0,2.0,2.0,0.0,263.97030029,0.0,5.0,36.432093937,False,False,True,False,False,False,False,True,False,1976.855904152584
111,0,16.120851441992233,53969.0,63869.0,7.0,0.0,3.0,162.39001067,0.0,30.0,23.581079239,False,False,False,True,False,False,True,False,False,2288.656912307151
112,0,16.120851441992233,,60250.0,,0.0,0.0,,,,,False,False,True,False,False,False,False,False,True,
113,1,16.120851441992233,53091.0,64074.0,14.0,1.0,3.0,89.86105825,0.0,17.0,39.158084834,False,True,False,False,False,False,True,False,False,1355.8119664193177
114,0,16.194797831368223,66127.0,79087.0,4.0,1.0,0.0,81.349065098,0.0,15.0,40.70530876,False,False,True,False,False,False,False,True,False,1624.5301169409431
115,0,16.194797831368223,,77182.0,,0.0,0.0,,,,25.227252904,False,False,True,False,False,False,False,False,True,
116,1,16.194797831368223,39000.0,66000.0,1.0,0.0,0.0,170.36666667,1.0,19.0,,False,False,True,False,False,False,False,True,False,
117,0,16.194797831368223,71082.0,79247.0,4.0,0.0,0.0,118.76041007,0.0,14.0,41.421110521,False,False,True,False,False,False,False,True,False,1716.0814644011605
118,0,16.194797831368223,,49044.0,0.0,0.0,0.0,,0.0,0.0,11.652738796,False,False,True,False,False,False,False,True,False,
119,1,16.194797831368223,57000.0,,5.0,0.0,0.0,222.6,1.0,13.0,,False,False,True,False,False,False,False,True,False,
120,1,16.194797831368223,34184.0,46000.0,3.5,0.0,1.0,122.6,2.0,22.0,,True,False,False,False,False,False,False,True,False,
121,1,16.194797831368223,66517.0,87000.0,10.0,0.0,4.0,125.8,0.0,34.0,,False,False,False,True,False,False,True,False,False,
122,0,16.194797831368223,45500.0,50000.0,6.0,0.0,0.0,86.166666667,0.0,18.0,,False,False,True,False,False,False,False,True,False,
123,1,16.194797831368223,118000.0,146870.0,4.5,2.0,0.0,203.86666667,1.0,20.0,,False,False,False,True,False,False,False,True,False,
124,1,16.194797831368223,90000.0,105800.0,6.0,2.0,3.0,80.1,3.0,10.0,,False,False,True,False,False,False,False,True,False,
125,0,16.33855631885116,67913.0,97205.0,2.0,0.0,0.0,142.82439151,0.0,24.0,35.226997192,True,False,False,False,False,False,False,False,True,1927.8679823275697
126,0,16.33855631885116,71855.0,88566.0,2.0,2.0,0.0,283.95953809,0.0,5.0,36.475473283,False,False,True,False,False,False,False,True,False,1969.9538767462468
127,0,16.33855631885116,53918.0,59511.0,6.0,0.0,0.0,54.13647743,,15.0,34.416507811,False,False,True,False,False,False,True,False,False,1566.6319283784815
128,1,16.33855631885116,49100.0,58238.0,0.1,0.0,0.0,61.8,2.0,17.0,,False,False,False,True,False,False,False,True,False,
129,0,16.33855631885116,88026.0,115506.0,6.0,0.0,0.0,182.24833156,0.0,27.0,29.20902258,False,False,False,True,False,False,False,True,False,3013.6578435278816
130,1,16.33855631885116,26900.0,45000.0,9.0,1.0,2.0,90.466666667,1.0,16.0,,False,False,False,True,False,False,False,True,False,
131,0,16.408476839520244,67317.0,97191.0,3.0,0.0,0.0,137.31972481,0.0,23.0,34.275293777,True,False,False,False,False,False,False,False,True,1964.0094243385365
132,0,16.408476839520244,56067.0,63102.0,9.0,0.0,3.0,160.14631128,1.0,30.0,21.583760121,False,False,False,True,False,False,True,False,False,2597.6474759580656
133,0,16.408476839520244,80482.0,88342.0,7.0,0.0,0.0,275.03239483,0.0,11.0,43.717635112,False,False,False,True,False,False,False,True,False,1840.950449259516
134,0,16.477158481094648,58688.0,63348.0,9.0,0.0,3.0,179.16257471,2.0,31.0,22.544392837,False,False,False,True,False,False,True,False,False,2603.219364758446
135,0,16.477158481094648,65873.0,90408.0,2.0,0.0,0.0,141.85899895,0.0,23.0,37.76961861,True,False,False,False,False,False,False,False,True,1744.0737403305222
136,1,16.477158481094648,25597.0,23031.0,5.0,0.0,0.0,101.74676644,0.0,8.0,33.243156978,False,False,True,False,False,False,False,True,False,769.9930550200105
137,0,16.477158481094648,67794.0,84630.0,4.0,0.0,0.0,112.57341888,0.0,15.0,41.673996362,False,False,True,False,False,False,False,True,False,1626.7698305463514
138,1,16.477158481094648,44000.0,59745.0,10.0,0.0,0.0,81.5,3.0,13.0,,False,False,True,False,False,False,False,True,False,
139,0,16.477158481094648,,28437.5,,0.0,0.0,,,,,False,False,True,False,False,False,False,True,False,
140,0,16.477158481094648,170986.0,245300.0,,0.0,0.0,131.93333333,0.0,22.0,,False,False,False,False,True,False,True,False,False,
141,1,16.477158481094648,65576.0,65774.0,6.0,1.0,2.0,61.64250608,1.0,14.0,40.590910018,False,False,True,False,False,False,False,True,False,1615.5341176366921
142,0,16.477158481094648,57461.0,68494.0,8.0,0.0,4.0,183.63561323,0.0,30.0,22.795423552,False,False,False,True,False,False,True,False,False,2520.7252617580143
143,0,16.477158481094648,,69706.0,,0.0,0.0,,,,33.705587738,False,False,True,False,False,False,False,False,True,
144,0,16.544647812856205,,34846.0,,0.0,0.0,,,,33.354652626,False,False,True,False,False,False,False,True,False,
145,0,16.544647812856205,47479.0,61690.0,5.0,0.0,0.0,65.032969007,,16.0,36.699414922,False,False,True,False,False,False,True,False,False,1293.726346888926
146,0,16.544647812856205,66839.0,87168.0,4.0,0.0,0.0,122.59722258,0.0,15.0,40.616779346,False,False,True,False,False,False,False,True,False,1645.6006871106683
147,0,16.544647812856205,12457.0,53448.0,,0.0,0.0,207.14348133,0.0,12.0,44.107951691,False,False,False,False,False,True,False,True,False,282.420731918544
148,0,16.544647812856205,90059.0,113714.0,7.0,0.0,0.0,193.63644686,0.0,28.0,25.897316482,False,False,False,True,False,False,False,True,False,3477.541777836161
149,1,16.544647812856205,22320.0,34900.0,10.0,0.0,0.0,65.7,1.0,5.0,,False,False,True,False,False,False,False,True,False,
150,1,16.544647812856205,40000.0,70500.0,0.4,0.0,0.0,61.766666667,2.0,8.0,,True,False,False,False,False,False,False,True,False,
151,1,16.544647812856205,100882.0,102700.0,5.0,0.0,1.0,58.866666667,0.0,16.0,,True,False,False,False,False,False,False,True,False,
152,1,16.544647812856205,31000.0,47350.0,12.0,0.0,0.0,,,,,False,False,False,True,False,False,False,True,False,
153,1,16.544647812856205,63125.0,126500.0,3.0,0.0,0.0,100.3,0.0,14.0,,False,True,False,False,False,False,False,True,False,
154,1,16.544647812856205,100000.0,129693.5,13.0,0.0,0.0,,,,,True,False,False,False,False,False,False,True,False,
155,1,16.544647812856205,,132000.0,17.5,0.0,2.0,121.9,0.0,14.0,,False,False,True,False,False,False,False,True,False,
156,1,16.544647812856205,,9100.0,1.0,0.0,0.0,54.733333333,2.0,8.0,,False,False,True,False,False,False,False,True,False,
157,1,16.544647812856205,34200.0,50830.0,6.0,0.0,0.0,57.0,1.0,9.0,,False,False,True,False,False,False,False,True,False,
158,1,16.544647812856205,,71277.0,10.0,0.0,0.0,72.433333333,1.0,12.0,,False,False,True,False,False,False,False,True,False,
159,1,16.544647812856205,123000.0,157500.0,9.0,0.0,0.0,,,,,True,False,False,False,False,False,False,True,False,
160,1,16.544647812856205,16600.0,25250.0,6.0,0.0,0.0,88.7,1.0,3.0,,False,False,True,False,False,False,False,True,False,
161,1,16.544647812856205,,52000.0,,0.0,1.0,285.33333333,0.0,6.0,,False,False,True,False,False,False,False,True,False,
162,1,16.544647812856205,22700.0,34225.0,4.0,0.0,0.0,74.633333333,3.0,9.0,,False,False,True,False,False,False,False,True,False,
163,1,16.544647812856205,6000.0,38575.0,7.0,0.0,1.0,335.03333333,3.0,42.0,,False,False,False,False,False,True,False,True,False,
164,1,16.544647812856205,,74500.0,19.0,0.0,0.0,,,,,False,False,True,False,False,False,False,True,False,
165,1,16.544647812856205,,94119.0,19.0,0.0,0.0,,,,,False,False,True,False,False,False,False,True,False,
166,0,16.544647812856205,73126.0,87500.0,1.0,0.0,0.0,125.96666667,2.0,10.0,,False,False,True,False,False,False,True,False,False,
167,0,16.544647812856205,72517.0,86250.0,19.0,0.0,1.0,300.36666667,1.0,24.0,,True,False,False,False,False,False,True,False,False,
168,0,16.544647812856205,26037.0,35000.0,12.0,0.0,0.0,182.63333333,0.0,13.0,,False,False,False,True,False,False,False,True,False,
169,0,16.544647812856205,39000.0,50340.0,10.0,0.0,0.0,179.83333333,,19.0,,False,True,False,False,False,False,False,True,False,
170,0,16.544647812856205,,26550.0,1.7,0.0,0.0,276.96666667,1.0,14.0,,False,False,True,False,False,False,True,False,False,
171,0,16.544647812856205,70470.0,77908.0,5.0,0.0,0.0,,,,,False,False,True,False,False,False,True,False,False,
172,0,16.544647812856205,,36375.0,3.0,0.0,0.0,266.8,1.0,26.0,,False,False,True,False,False,False,False,True,False,
173,0,16.544647812856205,74225.0,89640.0,0.3,0.0,0.0,,,,,False,False,False,True,False,False,True,False,False,
174,0,16.544647812856205,,65400.0,1.5,0.0,0.0,51.766666667,0.0,4.0,,False,True,False,False,False,False,False,True,False,
175,1,16.544647812856205,,37500.0,,0.0,3.0,107.13333333,10.0,5.0,,False,False,True,False,False,False,False,True,False,
176,0,16.544647812856205,78565.0,98500.0,24.0,0.0,0.0,51.766666667,3.0,14.0,,False,False,False,True,False,False,True,False,False,
177,0,16.544647812856205,59900.0,80800.0,15.0,0.0,0.0,219.13333333,1.0,18.0,,False,False,False,True,False,False,True,False,False,
178,1,16.544647812856205,10171.0,26809.0,13.0,3.0,6.0,228.3,0.0,24.0,,False,True,False,False,False,False,False,True,False,
179,1,16.544647812856205,78893.0,82600.0,16.0,0.0,0.0,133.9,1.0,34.0,,True,False,False,False,False,False,False,True,False,
180,1,16.544647812856205,85165.0,107940.0,6.0,5.0,3.0,122.76666667,5.0,28.0,,True,False,False,False,False,False,False,True,False,
181,1,16.544647812856205,68000.0,75616.0,0.1,0.0,0.0,131.86666667,0.0,30.0,,False,False,False,True,False,False,True,False,False,
182,1,16.544647812856205,71571.0,85100.0,1.4,0.0,1.0,82.133333333,0.0,13.0,,False,False,False,True,False,False,True,False,False,
183,1,16.544647812856205,28000.0,36810.0,2.0,1.0,0.0,222.2,1.0,6.0,,False,False,True,False,False,False,True,False,False,
184,1,16.544647812856205,40000.0,32480.0,8.0,3.0,2.0,163.36666667,1.0,16.0,,False,False,True,False,False,False,False,True,False,
185,1,16.544647812856205,81748.0,,14.0,1.0,2.0,144.06666667,2.0,17.0,,False,False,False,True,False,False,True,False,False,
186,0,16.544647812856205,44674.0,59375.0,10.0,0.0,0.0,178.6925087,,19.0,26.448197463,False,True,False,False,False,False,False,True,False,1689.1132207590779
187,1,16.544647812856205,61999.0,75021.3,5.0,0.0,0.0,97.1,0.0,23.0,,False,False,True,False,False,False,False,True,False,
188,0,16.544647812856205,80153.0,97275.0,1.0,0.0,0.0,120.67506316,2.0,10.0,37.512708409,False,False,True,False,False,False,True,False,False,2136.689228783326
189,0,16.544647812856205,68739.0,93435.0,3.0,0.0,0.0,148.72040469,0.0,23.0,36.669278612,True,False,False,False,False,False,False,False,True,1874.5664654964116
190,0,16.544647812856205,51209.0,55320.0,5.0,0.0,1.0,69.107465597,,15.0,35.025072968,False,False,True,False,False,False,True,False,False,1462.0669040942794
191,1,16.544647812856205,46696.0,85202.0,2.0,1.0,2.0,148.34064549,0.0,14.0,46.489874001,False,False,True,False,False,False,False,True,False,1004.4337826984769
192,0,16.544647812856205,,46281.0,2.0,0.0,0.0,257.6522064,0.0,26.0,40.952588884,False,False,True,False,False,False,False,True,False,
193,0,16.544647812856205,66435.0,82819.0,2.0,0.0,0.0,125.13062556,0.0,14.0,42.183538672,False,False,True,False,False,False,False,True,False,1574.9034360670482
194,0,16.61098876478522,179725.0,251962.0,,0.0,0.0,127.49881344,0.0,22.0,40.308259362,False,False,False,False,True,False,True,False,False,4458.763609361733
195,0,16.61098876478522,85583.0,115341.0,7.0,0.0,0.0,177.95825512,1.0,28.0,26.257970132,False,False,False,True,False,False,False,True,False,3259.3151553517046
196,0,16.61098876478522,72891.0,80691.0,1.0,1.0,0.0,273.88170516,0.0,6.0,39.852146515,False,False,True,False,False,False,False,True,False,1829.0357326816627
