,BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Mgr,Office,Other,ProfExe,Sales,Self,DebtCon,HomeImp,Other reason,PROBINC
116,1,4500,39000.0,66000.0,1.0,0.0,0.0,170.36666667,1.0,19.0,,False,False,True,False,False,False,False,True,False,
117,0,4500,71082.0,79247.0,4.0,0.0,0.0,118.76041007,0.0,14.0,41.421110521,False,False,True,False,False,False,False,True,False,1716.0814644011605
118,0,4500,,49044.0,0.0,0.0,0.0,,0.0,0.0,11.652738796,False,False,True,False,False,False,False,True,False,
119,1,4500,57000.0,,5.0,0.0,0.0,222.6,1.0,13.0,,False,False,True,False,False,False,False,True,False,
120,1,4500,34184.0,46000.0,3.5,0.0,1.0,122.6,2.0,22.0,,True,False,False,False,False,False,False,True,False,
121,1,4500,66517.0,87000.0,10.0,0.0,4.0,125.8,0.0,34.0,,False,False,False,True,False,False,True,False,False,
122,0,4500,45500.0,50000.0,6.0,0.0,0.0,86.166666667,0.0,18.0,,False,False,True,False,False,False,False,True,False,
123,1,4500,118000.0,146870.0,4.5,2.0,0.0,203.86666667,1.0,20.0,,False,False,False,True,False,False,False,True,False,
124,1,4500,90000.0,105800.0,6.0,2.0,3.0,80.1,3.0,10.0,,False,False,True,False,False,False,False,True,False,
125,0,4700,67913.0,97205.0,2.0,0.0,0.0,142.82439151,0.0,24.0,35.226997192,True,False,False,False,False,False,False,False,True,1927.8679823275697
126,0,4700,71855.0,88566.0,2.0,2.0,0.0,283.95953809,0.0,5.0,36.475473283,False,False,True,False,False,False,False,True,False,1969.9538767462468
127,0,4700,53918.0,59511.0,6.0,0.0,0.0,54.13647743,,15.0,34.416507811,False,False,True,False,False,False,True,False,False,1566.6319283784815
128,1,4700,49100.0,58238.0,0.1,0.0,0.0,61.8,2.0,17.0,,False,False,False,True,False,False,False,True,False,
129,0,4700,88026.0,115506.0,6.0,0.0,0.0,182.24833156,0.0,27.0,29.20902258,False,False,False,True,False,False,False,True,False,3013.6578435278816
130,1,4700,26900.0,45000.0,9.0,1.0,2.0,90.466666667,1.0,16.0,,False,False,False,True,False,False,False,True,False,
131,0,4800,67317.0,97191.0,3.0,0.0,0.0,137.31972481,0.0,23.0,34.275293777,True,False,False,False,False,False,False,False,True,1964.0094243385365
132,0,4800,56067.0,63102.0,9.0,0.0,3.0,160.14631128,1.0,30.0,21.583760121,False,False,False,True,False,False,True,False,False,2597.6474759580656
133,0,4800,80482.0,88342.0,7.0,0.0,0.0,275.03239483,0.0,11.0,43.717635112,False,False,False,True,False,False,False,True,False,1840.950449259516
134,0,4900,58688.0,63348.0,9.0,0.0,3.0,179.16257471,2.0,31.0,22.544392837,False,False,False,True,False,False,True,False,False,2603.219364758446
135,0,4900,65873.0,90408.0,2.0,0.0,0.0,141.85899895,0.0,23.0,37.76961861,True,False,False,False,False,False,False,False,True,1744.0737403305222
136,1,4900,25597.0,23031.0,5.0,0.0,0.0,101.74676644,0.0,8.0,33.243156978,False,False,True,False,False,False,False,True,False,769.9930550200105
137,0,4900,67794.0,84630.0,4.0,0.0,0.0,112.57341888,0.0,15.0,41.673996362,False,False,True,False,False,False,False,True,False,1626.7698305463514
138,1,4900,44000.0,59745.0,10.0,0.0,0.0,81.5,3.0,13.0,,False,False,True,False,False,False,False,True,False,
139,0,4900,,28437.5,,0.0,0.0,,,,,False,False,True,False,False,False,False,True,False,
140,0,4900,170986.0,245300.0,,0.0,0.0,131.93333333,0.0,22.0,,False,False,False,False,True,False,True,False,False,
141,1,4900,65576.0,65774.0,6.0,1.0,2.0,61.64250608,1.0,14.0,40.590910018,False,False,True,False,False,False,False,True,False,1615.5341176366921
142,0,4900,57461.0,68494.0,8.0,0.0,4.0,183.63561323,0.0,30.0,22.795423552,False,False,False,True,False,False,True,False,False,2520.7252617580143
143,0,4900,,69706.0,,0.0,0.0,,,,33.705587738,False,False,True,False,False,False,False,False,True,
144,0,5000,,34846.0,,0.0,0.0,,,,33.354652626,False,False,True,False,False,False,False,True,False,
145,0,5000,47479.0,61690.0,5.0,0.0,0.0,65.032969007,,16.0,36.699414922,False,False,True,False,False,False,True,False,False,1293.726346888926
146,0,5000,66839.0,87168.0,4.0,0.0,0.0,122.59722258,0.0,15.0,40.616779346,False,False,True,False,False,False,False,True,False,1645.6006871106683
147,0,5000,12457.0,53448.0,,0.0,0.0,207.14348133,0.0,12.0,44.107951691,False,False,False,False,False,True,False,True,False,282.420731918544
148,0,5000,90059.0,113714.0,7.0,0.0,0.0,193.63644686,0.0,28.0,25.897316482,False,False,False,True,False,False,False,True,False,3477.541777836161
149,1,5000,22320.0,34900.0,10.0,0.0,0.0,65.7,1.0,5.0,,False,False,True,False,False,False,False,True,False,
150,1,5000,40000.0,70500.0,0.4,0.0,0.0,61.766666667,2.0,8.0,,True,False,False,False,False,False,False,True,False,
151,1,5000,100882.0,102700.0,5.0,0.0,1.0,58.866666667,0.0,16.0,,True,False,False,False,False,False,False,True,False,
152,1,5000,31000.0,47350.0,12.0,0.0,0.0,,,,,False,False,False,True,False,False,False,True,False,
153,1,5000,63125.0,126500.0,3.0,0.0,0.0,100.3,0.0,14.0,,False,True,False,False,False,False,False,True,False,
154,1,5000,100000.0,129693.5,13.0,0.0,0.0,,,,,True,False,False,False,False,False,False,True,False,
155,1,5000,,132000.0,17.5,0.0,2.0,121.9,0.0,14.0,,False,False,True,False,False,False,False,True,False,
156,1,5000,,9100.0,1.0,0.0,0.0,54.733333333,2.0,8.0,,False,False,True,False,False,False,False,True,False,
157,1,5000,34200.0,50830.0,6.0,0.0,0.0,57.0,1.0,9.0,,False,False,True,False,False,False,False,True,False,
158,1,5000,,71277.0,10.0,0.0,0.0,72.433333333,1.0,12.0,,False,False,True,False,False,False,False,True,False,
159,1,5000,123000.0,157500.0,9.0,0.0,0.0,,,,,True,False,False,False,False,False,False,True,False,
160,1,5000,16600.0,25250.0,6.0,0.0,0.0,88.7,1.0,3.0,,False,False,True,False,False,False,False,True,False,
161,1,5000,,52000.0,,0.0,1.0,285.33333333,0.0,6.0,,False,False,True,False,False,False,False,True,False,
162,1,5000,22700.0,34225.0,4.0,0.0,0.0,74.633333333,3.0,9.0,,False,False,True,False,False,False,False,True,False,
163,1,5000,6000.0,38575.0,7.0,0.0,1.0,335.03333333,3.0,42.0,,False,False,False,False,False,True,False,True,False,
164,1,5000,,74500.0,19.0,0.0,0.0,,,,,False,False,True,False,False,False,False,True,False,
165,1,5000,,94119.0,19.0,0.0,0.0,,,,,False,False,True,False,False,False,False,True,False,
166,0,5000,73126.0,87500.0,1.0,0.0,0.0,125.96666667,2.0,10.0,,False,False,True,False,False,False,True,False,False,
167,0,5000,72517.0,86250.0,19.0,0.0,1.0,300.36666667,1.0,24.0,,True,False,False,False,False,False,True,False,False,
168,0,5000,26037.0,35000.0,12.0,0.0,0.0,182.63333333,0.0,13.0,,False,False,False,True,False,False,False,True,False,
169,0,5000,39000.0,50340.0,10.0,0.0,0.0,179.83333333,,19.0,,False,True,False,False,False,False,False,True,False,
170,0,5000,,26550.0,1.7,0.0,0.0,276.96666667,1.0,14.0,,False,False,True,False,False,False,True,False,False,
171,0,5000,70470.0,77908.0,5.0,0.0,0.0,,,,,False,False,True,False,False,False,True,False,False,
172,0,5000,,36375.0,3.0,0.0,0.0,266.8,1.0,26.0,,False,False,True,False,False,False,False,True,False,
173,0,5000,74225.0,89640.0,0.3,0.0,0.0,,,,,False,False,False,True,False,False,True,False,False,
174,0,5000,,65400.0,1.5,0.0,0.0,51.766666667,0.0,4.0,,False,True,False,False,False,False,False,True,False,
175,1,5000,,37500.0,,0.0,3.0,107.13333333,10.0,5.0,,False,False,True,False,False,False,False,True,False,
176,0,5000,78565.0,98500.0,24.0,0.0,0.0,51.766666667,3.0,14.0,,False,False,False,True,False,False,True,False,False,
177,0,5000,59900.0,80800.0,15.0,0.0,0.0,219.13333333,1.0,18.0,,False,False,False,True,False,False,True,False,False,
178,1,5000,10171.0,26809.0,13.0,3.0,6.0,228.3,0.0,24.0,,False,True,False,False,False,False,False,True,False,
179,1,5000,78893.0,82600.0,16.0,0.0,0.0,133.9,1.0,34.0,,True,False,False,False,False,False,False,True,False,
180,1,5000,85165.0,107940.0,6.0,5.0,3.0,122.76666667,5.0,28.0,,True,False,False,False,False,False,False,True,False,
181,1,5000,68000.0,75616.0,0.1,0.0,0.0,131.86666667,0.0,30.0,,False,False,False,True,False,False,True,False,False,
182,1,5000,71571.0,85100.0,1.4,0.0,1.0,82.133333333,0.0,13.0,,False,False,False,True,False,False,True,False,False,
183,1,5000,28000.0,36810.0,2.0,1.0,0.0,222.2,1.0,6.0,,False,False,True,False,False,False,True,False,False,
184,1,5000,40000.0,32480.0,8.0,3.0,2.0,163.36666667,1.0,16.0,,False,False,True,False,False,False,False,True,False,
185,1,5000,81748.0,,14.0,1.0,2.0,144.06666667,2.0,17.0,,False,False,False,True,False,False,True,False,False,
186,0,5000,44674.0,59375.0,10.0,0.0,0.0,178.6925087,,19.0,26.448197463,False,True,False,False,False,False,False,True,False,1689.1132207590779
187,1,5000,61999.0,75021.3,5.0,0.0,0.0,97.1,0.0,23.0,,False,False,True,False,False,False,False,True,False,
188,0,5000,80153.0,97275.0,1.0,0.0,0.0,120.67506316,2.0,10.0,37.512708409,False,False,True,False,False,False,True,False,False,2136.689228783326
189,0,5000,68739.0,93435.0,3.0,0.0,0.0,148.72040469,0.0,23.0,36.669278612,True,False,False,False,False,False,False,False,True,1874.5664654964116
190,0,5000,51209.0,55320.0,5.0,0.0,1.0,69.107465597,,15.0,35.025072968,False,False,True,False,False,False,True,False,False,1462.0669040942794
191,1,5000,46696.0,85202.0,2.0,1.0,2.0,148.34064549,0.0,14.0,46.489874001,False,False,True,False,False,False,False,True,False,1004.4337826984769
192,0,5000,,46281.0,2.0,0.0,0.0,257.6522064,0.0,26.0,40.952588884,False,False,True,False,False,False,False,True,False,
193,0,5000,66435.0,82819.0,2.0,0.0,0.0,125.13062556,0.0,14.0,42.183538672,False,False,True,False,False,False,False,True,False,1574.9034360670482
194,0,5100,179725.0,251962.0,,0.0,0.0,127.49881344,0.0,22.0,40.308259362,False,False,False,False,True,False,True,False,False,4458.763609361733
195,0,5100,85583.0,115341.0,7.0,0.0,0.0,177.95825512,1.0,28.0,26.257970132,False,False,False,True,False,False,False,True,False,3259.3151553517046
196,0,5100,72891.0,80691.0,1.0,1.0,0.0,273.88170516,0.0,6.0,39.852146515,False,False,True,False,False,False,False,True,False,1829.0357326816627
197,1,5100,30755.0,46735.0,10.0,0.0,0.0,69.0,0.0,17.0,,False,False,True,False,False,False,False,True,False,
198,0,5100,,26715.0,1.0,0.0,0.0,258.78929762,0.0,14.0,26.722343337,False,False,True,False,False,False,True,False,False,
199,0,5100,87258.0,121382.0,6.0,0.0,0.0,181.66304016,0.0,28.0,25.444759149,False,False,False,True,False,False,False,True,False,3429.3112970349853
200,0,5100,,28291.0,2.0,0.0,0.0,277.94456081,1.0,14.0,23.644691283,False,False,True,False,False,False,True,False,False,
201,1,5100,9900.0,30451.0,11.0,0.0,0.0,21.2,0.0,2.0,,False,False,True,False,False,False,False,True,False,
202,0,5100,93000.0,116875.0,10.0,0.0,0.0,417.63333333,2.0,50.0,,False,False,True,False,False,False,False,True,False,
203,1,5100,15500.0,34000.0,0.0,1.0,2.0,86.233333333,2.0,13.0,,False,False,True,False,False,False,True,False,False,
204,1,5100,129319.0,141875.0,7.0,1.0,0.0,157.85980209,0.0,36.0,25.650741224,False,False,False,False,True,False,False,True,False,5041.530725007013
205,0,5100,66834.0,87361.0,0.0,2.0,0.0,290.03410799,0.0,6.0,38.766985071,False,False,True,False,False,False,False,True,False,1723.9927190003689
206,0,5100,73882.0,96031.0,0.0,0.0,0.0,125.78740011,1.0,10.0,34.446079222,False,False,True,False,False,False,True,False,False,2144.859492537342
207,0,5100,74071.0,97064.0,0.0,0.0,0.0,121.0759726,2.0,9.0,36.401729548,False,False,True,False,False,False,True,False,False,2034.8208977908207
208,0,5100,62702.0,79784.0,2.0,0.0,0.0,108.07259081,0.0,15.0,43.290139816,False,False,True,False,False,False,False,True,False,1448.4129704017587
209,0,5200,,36425.0,2.0,0.0,0.0,266.81346457,1.0,14.0,23.797401058,False,False,True,False,False,False,True,False,False,
210,0,5200,67000.0,77000.0,9.0,0.0,1.0,119.7,0.0,25.0,,False,False,True,False,False,False,False,True,False,
